Fecha,Hora,Categoría,Ubicación,Género,Código Cliente,Cliente Recurrente,Proveedor,Nombre del producto,Marca,Precio unitario,Cantidad_vendida,Ingresos,CompraAlta,Categoría_num,Ubicación_num,Género_num
2024-01-26,06:41:51.627906,Accesorios,Tienda B,Femenino,1038,1,Proveedor C,Cinturón,Grant,15,8,120,1,1,2,0
2024-01-26,17:39:23.090772,Camisetas,Tienda A,Masculino,1049,1,Proveedor C,Camiseta Deportiva,Nike,20,8,160,1,2,1,1
2024-01-27,04:36:54.553638,Accesorios,Tienda A,Femenino,1084,1,Proveedor C,Bufanda,Check,12,8,96,1,1,1,0
2024-01-27,15:34:26.016504,Zapatos,Tienda C,Femenino,1000,1,Proveedor B,Zapatos Formales,Allen Edmonds,70,8,560,1,4,3,0
2024-01-28,02:31:57.479369,Pantalones,Tienda C,Femenino,1018,1,Proveedor D,Jeans Slim,Levis,40,8,320,1,3,3,0
2024-01-28,13:29:28.942235,Abrigos,Tienda B,Femenino,1058,1,Proveedor B,Chaqueta Ligera,Ascender,45,8,360,1,0,2,0
2024-01-29,00:27:00.405101,Abrigos,Online,No especificado,1069,1,Proveedor C,Chaqueta Ligera,Ascender,45,8,360,1,0,0,2
2024-01-29,11:24:31.867966,Zapatos,Tienda B,Masculino,1055,1,Proveedor A,Botas de Invierno,Timberland,80,8,640,1,4,2,1
2024-01-29,22:22:03.330832,Accesorios,Tienda A,No especificado,1071,1,Proveedor D,Cinturón,Grant,15,8,120,1,1,1,2
2024-01-30,09:19:34.793698,Pantalones,Tienda C,Femenino,1087,1,Proveedor A,Jeans Slim,Slim Fit,40,8,320,1,3,3,0
2024-01-30,20:17:06.256564,Zapatos,Tienda A,No especificado,1029,1,Proveedor B,Botas de Invierno,Timberland,80,8,640,1,4,1,2
2024-01-31,07:14:37.719429,Zapatos,Tienda B,Femenino,1007,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,2,0
2024-01-31,18:12:09.182295,Abrigos,Online,Femenino,1073,1,Proveedor B,Abrigo Largo,Langford Parka,100,8,800,1,0,0,0
2024-02-01,05:09:40.645161,Accesorios,Online,No especificado,1011,1,Proveedor D,Bufanda,Check,12,8,96,1,1,0,2
2024-02-01,16:07:12.108027,Zapatos,Tienda B,Femenino,1032,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,2,0
2024-02-02,03:04:43.570892,Pantalones,Tienda C,Femenino,1046,1,Proveedor C,Pantalón Chino,Dockers,35,8,280,1,3,3,0
2024-02-02,14:02:15.033758,Accesorios,Online,Femenino,1027,1,Proveedor D,Gorra,New Era,10,8,80,1,1,0,0
2024-02-03,00:59:46.496624,Zapatos,Tienda C,Femenino,1064,1,Proveedor A,Botas de Invierno,Timberland,80,8,640,1,4,3,0
2024-02-03,11:57:17.959489,Camisetas,Tienda B,No especificado,1074,1,Proveedor D,Camiseta Casual,Uniqlo,25,8,200,1,2,2,2
2024-02-03,22:54:49.422355,Accesorios,Online,No especificado,1031,1,Proveedor A,Bufanda,Check,12,8,96,1,1,0,2
2024-02-04,09:52:20.885221,Pantalones,Online,No especificado,1076,1,Proveedor C,Jeans Slim,Levis,40,8,320,1,3,0,2
2024-02-04,20:49:52.348087,Pantalones,Tienda B,No especificado,1005,1,Proveedor D,Jeans Slim,Slim Fit,40,8,320,1,3,2,2
2024-02-05,07:47:23.810952,Pantalones,Tienda B,No especificado,1075,1,Proveedor C,Jeans Slim,Slim Fit,40,8,320,1,3,2,2
2024-02-05,18:44:55.273818,Accesorios,Tienda C,No especificado,1062,1,Proveedor D,Cinturón,Grant,15,8,120,1,1,3,2
2024-02-06,05:42:26.736684,Accesorios,Online,Masculino,1055,1,Proveedor D,Bufanda,Check,12,8,96,1,1,0,1
2024-02-06,16:39:58.199549,Accesorios,Tienda A,Masculino,1037,1,Proveedor B,Gorra,New Era,10,8,80,1,1,1,1
2024-02-07,03:37:29.662415,Zapatos,Online,No especificado,1023,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,0,2
2024-02-07,14:35:01.125281,Zapatos,Tienda A,Masculino,1085,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,1,1
2024-02-08,01:32:32.588147,Abrigos,Online,Masculino,1065,1,Proveedor A,Chaqueta Ligera,Ascender,45,8,360,1,0,0,1
2024-02-08,12:30:04.051012,Camisetas,Tienda C,Masculino,1042,1,Proveedor A,Camiseta Deportiva,Nike,20,8,160,1,2,3,1
2024-02-08,23:27:35.513878,Abrigos,Tienda B,No especificado,1017,1,Proveedor A,Sudadera con Capucha,Club Hoodie,35,8,280,1,0,2,2
2024-02-09,10:25:06.976744,Zapatos,Tienda C,Femenino,1050,1,Proveedor C,Botas de Invierno,Timberland,80,8,640,1,4,3,0
2024-02-09,21:22:38.439609,Camisetas,Online,Masculino,1083,1,Proveedor A,Camiseta Básica,Ultra Cotton,15,8,120,1,2,0,1
2024-02-10,08:20:09.902475,Pantalones,Online,Femenino,1008,1,Proveedor B,Pantalón Deportivo,Adidas,30,8,240,1,3,0,0
2024-02-10,19:17:41.365341,Abrigos,Tienda A,Masculino,1056,1,Proveedor D,Chaqueta Ligera,Ascender,45,8,360,1,0,1,1
2024-02-11,06:15:12.828207,Abrigos,Online,No especificado,1039,1,Proveedor D,Sudadera con Capucha,Champion,35,8,280,1,0,0,2
2024-02-11,17:12:44.291072,Abrigos,Tienda B,Femenino,1029,1,Proveedor B,Chaqueta Ligera,Ascender,45,8,360,1,0,2,0
2024-02-12,04:10:15.753938,Accesorios,Tienda A,Femenino,1092,1,Proveedor B,Gorra,New Era,10,8,80,1,1,1,0
2024-02-12,15:07:47.216804,Accesorios,Tienda C,Masculino,1031,1,Proveedor A,Bufanda,Check,12,8,96,1,1,3,1
2024-02-13,02:05:18.679669,Zapatos,Tienda B,Masculino,1091,1,Proveedor C,Botas de Invierno,Timberland,80,8,640,1,4,2,1
2024-02-13,13:02:50.142535,Zapatos,Tienda A,Masculino,1049,1,Proveedor C,Botas de Invierno,Timberland,80,8,640,1,4,1,1
2024-02-14,00:00:21.605401,Camisetas,Tienda A,Masculino,1031,1,Proveedor C,Camiseta Casual,Uniqlo,25,8,200,1,2,1,1
2024-02-14,10:57:53.068267,Camisetas,Tienda C,Femenino,1005,1,Proveedor D,Camiseta Deportiva,Nike,20,8,160,1,2,3,0
2024-02-14,21:55:24.531132,Camisetas,Tienda A,No especificado,1055,1,Proveedor B,Camiseta Básica,Gildan,15,8,120,1,2,1,2
2024-02-15,08:52:55.993998,Zapatos,Tienda C,No especificado,1020,1,Proveedor C,Botas de Invierno,Timberland,80,8,640,1,4,3,2
2024-02-15,19:50:27.456864,Zapatos,Tienda B,No especificado,1076,1,Proveedor B,Botas de Invierno,Timberland,80,8,640,1,4,2,2
2024-02-16,06:47:58.919729,Accesorios,Tienda C,Masculino,1003,1,Proveedor D,Gorra,New Era,10,8,80,1,1,3,1
2024-02-16,17:45:30.382595,Abrigos,Tienda B,No especificado,1096,1,Proveedor C,Sudadera con Capucha,Champion,35,8,280,1,0,2,2
2024-02-17,04:43:01.845461,Camisetas,Tienda B,No especificado,1096,1,Proveedor C,Camiseta Deportiva,Dri-FIT,20,8,160,1,2,2,2
2024-02-17,15:40:33.308327,Zapatos,Online,No especificado,1023,1,Proveedor A,Zapatos Formales,Allen Edmonds,70,8,560,1,4,0,2
2024-02-18,02:38:04.771192,Pantalones,Online,No especificado,1023,1,Proveedor D,Pantalón Deportivo,Adidas,30,8,240,1,3,0,2
2024-02-18,13:35:36.234058,Abrigos,Online,Femenino,1030,1,Proveedor C,Abrigo Largo,Canada Goose,100,8,800,1,0,0,0
2024-02-19,00:33:07.696924,Zapatos,Tienda C,Masculino,1016,1,Proveedor A,Botas de Invierno,Timberland,80,8,640,1,4,3,1
2024-02-19,11:30:39.159789,Camisetas,Tienda A,Masculino,1056,1,Proveedor D,Camiseta Casual,Uniqlo,25,8,200,1,2,1,1
2024-02-19,22:28:10.622655,Pantalones,Online,No especificado,1069,1,Proveedor A,Pantalón Deportivo,Adidas,30,8,240,1,3,0,2
2024-02-20,09:25:42.085521,Zapatos,Tienda C,No especificado,1085,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,3,2
2024-02-20,20:23:13.548387,Zapatos,Online,No especificado,1030,1,Proveedor A,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,0,2
2024-02-21,07:20:45.011252,Abrigos,Tienda A,No especificado,1087,1,Proveedor B,Abrigo Largo,Canada Goose,100,8,800,1,0,1,2
2024-02-21,18:18:16.474118,Pantalones,Online,No especificado,1024,1,Proveedor C,Pantalón Chino,Dockers,35,8,280,1,3,0,2
2024-02-22,05:15:47.936984,Accesorios,Tienda B,No especificado,1044,1,Proveedor D,Gorra,New Era,10,8,80,1,1,2,2
2024-02-22,16:13:19.399849,Camisetas,Tienda A,No especificado,1017,1,Proveedor A,Camiseta Deportiva,Dri-FIT,20,8,160,1,2,1,2
2024-02-23,03:10:50.862715,Pantalones,Online,Masculino,1070,1,Proveedor A,Pantalón Chino,Dockers,35,8,280,1,3,0,1
2024-02-23,14:08:22.325581,Abrigos,Tienda B,No especificado,1084,1,Proveedor B,Abrigo Largo,Canada Goose,100,8,800,1,0,2,2
2024-02-24,01:05:53.788447,Accesorios,Online,Femenino,1048,1,Proveedor D,Bufanda,Check,12,8,96,1,1,0,0
2024-02-24,12:03:25.251312,Abrigos,Online,Femenino,1030,1,Proveedor C,Sudadera con Capucha,Champion,35,8,280,1,0,0,0
2024-02-24,23:00:56.714178,Camisetas,Tienda B,No especificado,1060,1,Proveedor C,Camiseta Casual,Uniqlo,25,8,200,1,2,2,2
2024-02-25,09:58:28.177044,Abrigos,Tienda C,Femenino,1098,1,Proveedor C,Chaqueta Ligera,Ascender,45,8,360,1,0,3,0
2024-02-25,20:55:59.639909,Pantalones,Tienda C,No especificado,1003,1,Proveedor B,Pantalón Chino,Dockers,35,8,280,1,3,3,2
2024-02-26,07:53:31.102775,Pantalones,Tienda C,Masculino,1025,1,Proveedor B,Jeans Slim,Slim Fit,40,8,320,1,3,3,1
2024-02-26,18:51:02.565641,Accesorios,Tienda B,Femenino,1086,1,Proveedor D,Bufanda,Check,12,8,96,1,1,2,0
2024-02-27,05:48:34.028507,Camisetas,Tienda A,Masculino,1056,1,Proveedor A,Camiseta Deportiva,Nike,20,8,160,1,2,1,1
2024-02-27,16:46:05.491372,Camisetas,Online,Femenino,1051,1,Proveedor C,Camiseta Casual,Uniqlo,25,8,200,1,2,0,0
2024-02-28,03:43:36.954238,Pantalones,Tienda B,Masculino,1070,1,Proveedor A,Pantalón Deportivo,Adidas,30,8,240,1,3,2,1
2024-02-28,14:41:08.417104,Camisetas,Tienda B,Femenino,1043,1,Proveedor A,Camiseta Casual,Uniqlo,25,8,200,1,2,2,0
2024-02-29,01:38:39.879970,Zapatos,Online,No especificado,1089,1,Proveedor C,Botas de Invierno,Timberland,80,8,640,1,4,0,2
2024-02-29,12:36:11.342835,Camisetas,Tienda C,Femenino,1072,1,Proveedor A,Camiseta Deportiva,Dri-FIT,20,8,160,1,2,3,0
2024-02-29,23:33:42.805701,Abrigos,Tienda A,No especificado,1048,1,Proveedor A,Chaqueta Ligera,Ascender,45,8,360,1,0,1,2
2024-03-01,10:31:14.268567,Pantalones,Online,No especificado,1049,1,Proveedor C,Jeans Slim,Levis,40,8,320,1,3,0,2
2024-03-01,21:28:45.731432,Abrigos,Tienda A,No especificado,1015,1,Proveedor A,Abrigo Largo,Langford Parka,100,8,800,1,0,1,2
2024-03-02,08:26:17.194298,Accesorios,Online,Masculino,1054,1,Proveedor D,Cinturón,Grant,15,8,120,1,1,0,1
2024-03-02,19:23:48.657164,Pantalones,Online,No especificado,1050,1,Proveedor C,Jeans Slim,Slim Fit,40,8,320,1,3,0,2
2024-03-03,06:21:20.120030,Pantalones,Tienda B,No especificado,1040,1,Proveedor D,Jeans Slim,Levis,40,8,320,1,3,2,2
2024-03-03,17:18:51.582895,Camisetas,Tienda A,Masculino,1070,1,Proveedor B,Camiseta Casual,Uniqlo,25,8,200,1,2,1,1
2024-03-04,04:16:23.045761,Accesorios,Online,Femenino,1055,1,Proveedor A,Gorra,New Era,10,8,80,1,1,0,0
2024-03-04,15:13:54.508627,Accesorios,Online,No especificado,1038,1,Proveedor B,Cinturón,Grant,15,8,120,1,1,0,2
2024-03-05,02:11:25.971492,Pantalones,Tienda B,No especificado,1005,1,Proveedor C,Pantalón Deportivo,Adidas,30,8,240,1,3,2,2
2024-03-05,13:08:57.434358,Accesorios,Tienda A,Masculino,1000,1,Proveedor D,Bufanda,Check,12,8,96,1,1,1,1
2024-03-06,00:06:28.897224,Zapatos,Tienda C,No especificado,1058,1,Proveedor D,Zapatos Formales,Allen Edmonds,70,8,560,1,4,3,2
2024-03-06,11:04:00.360090,Pantalones,Tienda A,No especificado,1090,1,Proveedor C,Pantalón Chino,Dockers,35,8,280,1,3,1,2
2024-03-06,22:01:31.822955,Pantalones,Tienda C,No especificado,1074,1,Proveedor A,Jeans Slim,Slim Fit,40,8,320,1,3,3,2
2024-03-07,08:59:03.285821,Zapatos,Tienda A,Masculino,1026,1,Proveedor A,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,1,1
2024-03-07,19:56:34.748687,Camisetas,Tienda C,No especificado,1010,1,Proveedor C,Camiseta Básica,Ultra Cotton,15,8,120,1,2,3,2
2024-03-08,06:54:06.211552,Zapatos,Tienda B,Masculino,1009,1,Proveedor B,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,2,1
2024-03-08,17:51:37.674418,Camisetas,Online,Femenino,1016,1,Proveedor A,Camiseta Casual,Uniqlo,25,8,200,1,2,0,0
2024-03-09,04:49:09.137284,Zapatos,Tienda A,Masculino,1032,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,1,1
2024-03-09,15:46:40.600150,Accesorios,Online,No especificado,1028,1,Proveedor B,Bufanda,Check,12,8,96,1,1,0,2
2024-03-10,02:44:12.063015,Camisetas,Tienda C,Femenino,1065,1,Proveedor A,Camiseta Deportiva,Dri-FIT,20,8,160,1,2,3,0
2024-03-10,13:41:43.525881,Camisetas,Tienda C,Masculino,1015,1,Proveedor A,Camiseta Deportiva,Nike,20,8,160,1,2,3,1
2024-03-11,00:39:14.988747,Accesorios,Online,Masculino,1054,1,Proveedor B,Bufanda,Check,12,8,96,1,1,0,1
2024-03-11,11:36:46.451612,Pantalones,Tienda A,Femenino,1090,1,Proveedor A,Pantalón Deportivo,Adidas,30,8,240,1,3,1,0
2024-03-11,22:34:17.914478,Zapatos,Tienda A,Femenino,1068,1,Proveedor B,Botas de Invierno,Timberland,80,8,640,1,4,1,0
2024-03-12,09:31:49.377344,Camisetas,Tienda B,Femenino,1008,1,Proveedor A,Camiseta Básica,Hanes,15,8,120,1,2,2,0
2024-03-12,20:29:20.840210,Abrigos,Tienda B,Masculino,1013,1,Proveedor D,Chaqueta Ligera,Ascender,45,8,360,1,0,2,1
2024-03-13,07:26:52.303075,Camisetas,Online,Masculino,1005,1,Proveedor A,Camiseta Casual,Uniqlo,25,8,200,1,2,0,1
2024-03-13,18:24:23.765941,Zapatos,Tienda A,Masculino,1072,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,1,1
2024-03-14,05:21:55.228807,Pantalones,Tienda C,Masculino,1004,1,Proveedor A,Jeans Slim,Slim Fit,40,8,320,1,3,3,1
2024-03-14,16:19:26.691672,Zapatos,Tienda C,Masculino,1037,1,Proveedor D,Botas de Invierno,Timberland,80,8,640,1,4,3,1
2024-03-15,03:16:58.154538,Accesorios,Tienda A,Femenino,1078,1,Proveedor B,Cinturón,Grant,15,8,120,1,1,1,0
2024-03-15,14:14:29.617404,Pantalones,Online,Masculino,1098,1,Proveedor C,Pantalón Chino,Dockers,35,8,280,1,3,0,1
2024-03-16,01:12:01.080270,Abrigos,Online,Masculino,1080,1,Proveedor A,Chaqueta Ligera,Ascender,45,8,360,1,0,0,1
2024-03-16,12:09:32.543135,Abrigos,Tienda B,Femenino,1010,1,Proveedor D,Chaqueta Ligera,Ascender,45,8,360,1,0,2,0
2024-03-16,23:07:04.006001,Pantalones,Tienda B,Masculino,1016,1,Proveedor A,Pantalón Deportivo,Adidas,30,8,240,1,3,2,1
2024-03-17,10:04:35.468867,Abrigos,Tienda C,Femenino,1075,1,Proveedor D,Chaqueta Ligera,Ascender,45,8,360,1,0,3,0
2024-03-17,21:02:06.931732,Camisetas,Tienda A,Femenino,1075,1,Proveedor D,Camiseta Básica,Hanes,15,8,120,1,2,1,0
2024-03-18,07:59:38.394598,Zapatos,Tienda A,Femenino,1058,1,Proveedor C,Zapatos Formales,Allen Edmonds,70,8,560,1,4,1,0
2024-03-18,18:57:09.857464,Abrigos,Tienda B,Masculino,1005,1,Proveedor C,Abrigo Largo,Canada Goose,100,8,800,1,0,2,1
2024-03-19,05:54:41.320330,Zapatos,Tienda A,Femenino,1041,1,Proveedor A,Botas de Invierno,Timberland,80,8,640,1,4,1,0
2024-03-19,16:52:12.783195,Pantalones,Online,Masculino,1097,1,Proveedor A,Pantalón Chino,Dockers,35,8,280,1,3,0,1
2024-03-20,03:49:44.246061,Abrigos,Tienda A,No especificado,1090,1,Proveedor D,Abrigo Largo,Canada Goose,100,8,800,1,0,1,2
2024-03-20,14:47:15.708927,Camisetas,Tienda B,No especificado,1033,1,Proveedor A,Camiseta Deportiva,Dri-FIT,20,8,160,1,2,2,2
2024-03-21,01:44:47.171792,Camisetas,Online,Masculino,1016,1,Proveedor B,Camiseta Deportiva,Dri-FIT,20,8,160,1,2,0,1
2024-03-21,12:42:18.634658,Zapatos,Tienda A,Masculino,1011,1,Proveedor A,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,1,1
2024-03-21,23:39:50.097524,Camisetas,Tienda A,No especificado,1008,1,Proveedor C,Camiseta Básica,Ultra Cotton,15,8,120,1,2,1,2
2024-03-22,10:37:21.560390,Zapatos,Tienda A,Femenino,1088,1,Proveedor A,Zapatos Formales,Allen Edmonds,70,8,560,1,4,1,0
2024-03-22,21:34:53.023255,Pantalones,Tienda B,Femenino,1053,1,Proveedor D,Jeans Slim,Levis,40,8,320,1,3,2,0
2024-03-23,08:32:24.486121,Accesorios,Tienda A,Femenino,1016,1,Proveedor B,Gorra,New Era,10,8,80,1,1,1,0
2024-03-23,19:29:55.948987,Abrigos,Tienda A,Femenino,1047,1,Proveedor A,Sudadera con Capucha,Club Hoodie,35,8,280,1,0,1,0
2024-03-24,06:27:27.411852,Zapatos,Online,No especificado,1052,1,Proveedor C,Zapatos Formales,Park Avenue,70,8,560,1,4,0,2
2024-03-24,17:24:58.874718,Camisetas,Online,No especificado,1022,1,Proveedor B,Camiseta Básica,Ultra Cotton,15,8,120,1,2,0,2
2024-03-25,04:22:30.337584,Pantalones,Tienda C,Femenino,1067,1,Proveedor D,Pantalón Deportivo,Adidas,30,8,240,1,3,3,0
2024-03-25,15:20:01.800450,Abrigos,Tienda A,Masculino,1093,1,Proveedor A,Chaqueta Ligera,Ascender,45,8,360,1,0,1,1
2024-03-26,02:17:33.263315,Zapatos,Tienda C,Femenino,1051,1,Proveedor C,Zapatos Formales,Allen Edmonds,70,8,560,1,4,3,0
2024-03-26,13:15:04.726181,Accesorios,Tienda B,No especificado,1004,1,Proveedor D,Gorra,New Era,10,8,80,1,1,2,2
2024-03-27,00:12:36.189047,Zapatos,Tienda C,Masculino,1003,1,Proveedor D,Botas de Invierno,Timberland,80,8,640,1,4,3,1
2024-03-27,11:10:07.651912,Abrigos,Tienda C,Masculino,1023,1,Proveedor D,Chaqueta Ligera,Ascender,45,8,360,1,0,3,1
2024-03-27,22:07:39.114778,Accesorios,Tienda A,Femenino,1079,1,Proveedor A,Bufanda,Check,12,8,96,1,1,1,0
2024-03-28,09:05:10.577644,Zapatos,Tienda B,Masculino,1010,1,Proveedor B,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,2,1
2024-03-28,20:02:42.040510,Accesorios,Tienda C,Masculino,1078,1,Proveedor C,Cinturón,Grant,15,8,120,1,1,3,1
2024-03-29,07:00:13.503375,Abrigos,Online,Masculino,1078,1,Proveedor D,Sudadera con Capucha,Club Hoodie,35,8,280,1,0,0,1
2024-03-29,17:57:44.966241,Accesorios,Tienda B,Masculino,1092,1,Proveedor B,Gorra,New Era,10,8,80,1,1,2,1
2024-03-30,04:55:16.429107,Zapatos,Tienda C,Masculino,1092,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,3,1
2024-03-30,15:52:47.891972,Zapatos,Tienda B,Masculino,1074,1,Proveedor B,Botas de Invierno,Timberland,80,8,640,1,4,2,1
2024-03-31,02:50:19.354838,Accesorios,Tienda A,Masculino,1033,1,Proveedor C,Bufanda,Check,12,8,96,1,1,1,1
2024-03-31,13:47:50.817704,Pantalones,Tienda B,Masculino,1078,1,Proveedor B,Pantalón Chino,Dockers,35,8,280,1,3,2,1
2024-04-01,00:45:22.280570,Accesorios,Tienda C,No especificado,1058,1,Proveedor D,Bufanda,Check,12,8,96,1,1,3,2
2024-04-01,11:42:53.743435,Abrigos,Tienda B,Femenino,1088,1,Proveedor B,Abrigo Largo,Canada Goose,100,8,800,1,0,2,0
2024-04-01,22:40:25.206301,Pantalones,Tienda A,Femenino,1095,1,Proveedor C,Pantalón Deportivo,Adidas,30,8,240,1,3,1,0
2024-04-02,09:37:56.669167,Camisetas,Tienda B,Masculino,1064,1,Proveedor C,Camiseta Deportiva,Dri-FIT,20,8,160,1,2,2,1
2024-04-02,20:35:28.132033,Pantalones,Tienda A,Masculino,1096,1,Proveedor A,Pantalón Deportivo,Adidas,30,8,240,1,3,1,1
2024-04-03,07:32:59.594898,Zapatos,Tienda B,Femenino,1048,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,2,0
2024-04-03,18:30:31.057764,Zapatos,Tienda C,No especificado,1007,1,Proveedor B,Zapatos Formales,Allen Edmonds,70,8,560,1,4,3,2
2024-04-04,05:28:02.520630,Camisetas,Online,Masculino,1093,1,Proveedor A,Camiseta Casual,Uniqlo,25,8,200,1,2,0,1
2024-04-04,16:25:33.983495,Camisetas,Tienda C,Masculino,1037,1,Proveedor B,Camiseta Casual,Uniqlo,25,8,200,1,2,3,1
2024-04-05,03:23:05.446361,Pantalones,Online,Femenino,1064,1,Proveedor C,Pantalón Deportivo,Adidas,30,8,240,1,3,0,0
2024-04-05,14:20:36.909227,Camisetas,Tienda C,Femenino,1026,1,Proveedor A,Camiseta Básica,Hanes,15,8,120,1,2,3,0
2024-04-06,01:18:08.372093,Abrigos,Tienda B,No especificado,1024,1,Proveedor A,Abrigo Largo,Langford Parka,100,8,800,1,0,2,2
2024-04-06,12:15:39.834958,Accesorios,Tienda C,Masculino,1051,1,Proveedor C,Bufanda,Check,12,8,96,1,1,3,1
2024-04-06,23:13:11.297824,Pantalones,Tienda C,Masculino,1015,1,Proveedor B,Pantalón Deportivo,Adidas,30,8,240,1,3,3,1
2024-04-07,10:10:42.760690,Pantalones,Tienda B,Femenino,1038,1,Proveedor A,Pantalón Chino,Dockers,35,8,280,1,3,2,0
2024-04-07,21:08:14.223555,Accesorios,Online,No especificado,1071,1,Proveedor B,Gorra,New Era,10,8,80,1,1,0,2
2024-04-08,08:05:45.686421,Accesorios,Tienda A,Femenino,1026,1,Proveedor D,Gorra,New Era,10,8,80,1,1,1,0
2024-04-08,19:03:17.149287,Camisetas,Tienda C,No especificado,1084,1,Proveedor D,Camiseta Casual,Uniqlo,25,8,200,1,2,3,2
2024-04-09,06:00:48.612153,Accesorios,Tienda B,No especificado,1097,1,Proveedor C,Gorra,New Era,10,8,80,1,1,2,2
2024-04-09,16:58:20.075018,Accesorios,Online,No especificado,1023,1,Proveedor D,Bufanda,Check,12,8,96,1,1,0,2
2024-04-10,03:55:51.537884,Pantalones,Tienda C,Femenino,1059,1,Proveedor C,Jeans Slim,Levis,40,8,320,1,3,3,0
2024-04-10,14:53:23.000750,Pantalones,Online,Masculino,1036,1,Proveedor A,Pantalón Chino,Dockers,35,8,280,1,3,0,1
2024-04-11,01:50:54.463615,Abrigos,Tienda C,Femenino,1064,1,Proveedor D,Chaqueta Ligera,Ascender,45,8,360,1,0,3,0
2024-04-11,12:48:25.926481,Camisetas,Online,No especificado,1034,1,Proveedor B,Camiseta Casual,Uniqlo,25,8,200,1,2,0,2
2024-04-11,23:45:57.389347,Accesorios,Tienda A,Femenino,1005,1,Proveedor D,Bufanda,Check,12,8,96,1,1,1,0
2024-04-12,10:43:28.852213,Camisetas,Online,No especificado,1027,1,Proveedor C,Camiseta Casual,Uniqlo,25,8,200,1,2,0,2
2024-04-12,21:41:00.315078,Abrigos,Tienda C,Masculino,1063,1,Proveedor C,Abrigo Largo,Langford Parka,100,8,800,1,0,3,1
2024-04-13,08:38:31.777944,Accesorios,Online,Femenino,1050,1,Proveedor C,Cinturón,Grant,15,8,120,1,1,0,0
2024-04-13,19:36:03.240810,Camisetas,Tienda A,Masculino,1066,1,Proveedor D,Camiseta Casual,Uniqlo,25,8,200,1,2,1,1
2024-04-14,06:33:34.703675,Pantalones,Tienda B,Femenino,1029,1,Proveedor A,Jeans Slim,Slim Fit,40,8,320,1,3,2,0
2024-04-14,17:31:06.166541,Pantalones,Online,No especificado,1074,1,Proveedor A,Jeans Slim,Slim Fit,40,8,320,1,3,0,2
2024-04-15,04:28:37.629407,Accesorios,Online,Masculino,1072,1,Proveedor C,Gorra,New Era,10,8,80,1,1,0,1
2024-04-15,15:26:09.092273,Camisetas,Tienda A,Femenino,1094,1,Proveedor B,Camiseta Básica,Ultra Cotton,15,8,120,1,2,1,0
2024-04-16,02:23:40.555138,Zapatos,Online,Masculino,1049,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,8,400,1,4,0,1
2024-04-16,13:21:12.018004,Camisetas,Online,Masculino,1069,1,Proveedor B,Camiseta Casual,Uniqlo,25,8,200,1,2,0,1
2024-04-17,00:18:43.480870,Camisetas,Tienda C,No especificado,1017,1,Proveedor A,Camiseta Casual,Uniqlo,25,8,200,1,2,3,2
2024-04-17,11:16:14.943735,Camisetas,Online,Femenino,1087,1,Proveedor A,Camiseta Deportiva,Dri-FIT,20,8,160,1,2,0,0
2024-04-17,22:13:46.406601,Accesorios,Tienda B,Masculino,1087,1,Proveedor D,Cinturón,Grant,15,8,120,1,1,2,1
2024-04-18,09:11:17.869467,Camisetas,Tienda C,No especificado,1081,1,Proveedor D,Camiseta Casual,Uniqlo,25,8,200,1,2,3,2
2024-04-18,20:08:49.332333,Camisetas,Tienda C,Masculino,1080,1,Proveedor D,Camiseta Básica,Ultra Cotton,15,8,120,1,2,3,1
2024-04-19,07:06:20.795198,Zapatos,Online,Masculino,1050,1,Proveedor A,Botas de Invierno,Timberland,80,8,640,1,4,0,1
2024-04-19,18:03:52.258064,Zapatos,Online,No especificado,1013,1,Proveedor D,Zapatos Formales,Park Avenue,70,8,560,1,4,0,2
2024-04-20,05:01:23.720930,Zapatos,Online,Masculino,1024,1,Proveedor A,Zapatos Formales,Park Avenue,70,8,560,1,4,0,1
2024-04-20,15:58:55.183795,Abrigos,Tienda A,Femenino,1093,1,Proveedor C,Chaqueta Ligera,Ascender,45,8,360,1,0,1,0
2024-04-21,02:56:26.646661,Camisetas,Online,Femenino,1020,1,Proveedor C,Camiseta Casual,Uniqlo,25,8,200,1,2,0,0
2024-04-21,13:53:58.109527,Abrigos,Tienda C,No especificado,1076,1,Proveedor A,Sudadera con Capucha,Champion,35,8,280,1,0,3,2
